사업번호,자치구,법정동,사업구분,운영구분,추진위원회/조합명,대표지번,진행단계,상태,토지등 소유자 수,정비구역명칭,정비구역위치,정비구역면적(㎡),건축연면적(㎡),용도지역,용도지구,택지면적(㎡),도로면적(㎡),공원면적(㎡),녹지면적(㎡),공공공지면적(㎡),학교면적(㎡),기타면적(㎡),주용도,건폐율,용적률,높이(m),지상층수,지하층수,분양세대총수,60㎡이하,60㎡초과~85㎡이하,85㎡초과,임대세대총수,(임대)40㎡이하,(임대)40㎡초과~50㎡이하,(임대)50㎡초과,건축계획비고
11410-900001083,서대문구,홍제동,재개발(도시정비형),공공지원자,홍제역세권 도시정비형 재개발정비사업조합,홍제동 311-1,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11305-900000886,강북구,미아동,재개발(도시정비형),조합,강북5구역 공공재개발사업,미아동 61-79,조합설립인가,운영,88,강북5구역,강북구 미아동 61-79,12870.0,75928.13,,,,2928.0,,,,,7.0,,,799.58,130.0,39.0,5.0,326,161.0,82.0,83.0,234,59.0,,175.0,
11590-900001286,동작구,사당동,재개발(도시정비형),공공지원자,사당동 252-15 일대 역세권활성화사업,사당동 252-15,정비구역지정,운영,146,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11530-900001174,구로구,구로동,재개발(도시정비형),조합,e？¨eμ￢e¡？i？?i？¸e¶？ e³μe³μi？？e？？i￡¼i？？ e？？i？？i？？e¹？i？？ i？￢e°？e°？i？￢i？？ i？μi？ⓒi？？i？？i？？,구로동 715-24,사업시행인가,운영,118,남구로역세권 공공임대주택 도시정비형 재개발사업,구로구 구로동 715-24,10832.4,49200.64,도시지역 제3종일반주거지역,12차 역세권,,,,,,,,공동주택(아파트) 및 부대복리시설 등,41.75,288.55,57.0,19.0,3.0,214,71.0,143.0,,85,38.0,27.0,20.0,
11560-900001053,영등포구,신길동,재개발(도시정비형),공공지원자,신길4구역 도심공공주택복합사업,신길동 4918-5,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11560-900001054,영등포구,신길동,재개발(도시정비형),공공지원자,신길15구역 도심공공주택복합사업,신길동 278-121,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11560-900001055,영등포구,영등포동,재개발(도시정비형),공공지원자,영등포역남측 도심공공주택복합사업,영등포동 618-83,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11410-900001084,서대문구,남가좌동,재개발(도시정비형),공공지원자,서대문구아상빌라테스트,남가좌동 11-11,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11380-900001281,은평구,역촌동,재개발(도시정비형),공공지원자,구산역세권(역촌동) 장기전세주택 건립사업,역촌동 13-4,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11440-900001171,마포구,구수동,재개발(도시정비형),공공지원자,광흥창역세권(구수동) 도시정비형 재개발구역,구수동 16-1,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11170-900001252,용산구,청파동,재개발(도시정비형),공공지원자,청파동 역세권 장기전세주택 도시정비형 재개발사업,청파동1가 46,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11170-900001253,용산구,한강로3가,재개발(도시정비형),공공지원자,이촌역 역세권 장기전세주택 도시정비형 재개발사업,한강로3가 65-342,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11170-900001254,용산구,원효로1가,재개발(도시정비형),공공지원자,원효로1가 역세권 장기전세주택 도시정비형 재개발사업,원효로1가 82-1,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11530-900001259,구로구,오류동,재개발(도시정비형),추진위원회,천왕3역세권,오류동 206-2,조합설립추진위원회승인,운영,94,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11560-900000862,영등포구,영등포동,재개발(도시정비형),조합,영등포 도심 역세권 도시정비형 재개발사업,영등포동4가 431-6,조합설립인가,운영,102,영등포 도심 역세권 도시정비형 재개발사업,영등포구 영등포동4가 431-6,23094.0,,일반상업지역,해당없음,18451.9,3698.1,,,,,944.0,주거 업무 판매시설,58.65,769.81,150.0,45.0,7.0,999,604.0,355.0,40.0,455,289.0,166.0,,
11590-900000902,동작구,흑석동,재개발(도시정비형),조합,흑석2재정비촉진구역 재개발정비사업,흑석동 99-3,조합설립인가,운영,308,흑석2재정비촉진구역 재개발정비사업,동작구 흑석동 99-3,45229.0,137512.95,제2종일반주거지역(7층) 제2종일반주거지역(12층) 제3종일반주거지역 준주거지역,중심지 미관지구,278.79,117.72,49.02,,,,6.76,주상복함 및 업무시설,54.3,400.0,141.0,35.0,6.0,508,28.0,363.0,117.0,101,,80.0,21.0,
11200-900001187,성동구,행당동,재개발(도시정비형),추진위원회,행당동248번지 일대 역세권활성화사업 도시정비형 재개발사업,행당동 248,조합설립추진위원회승인,운영,81,행당동248번지 일대 역세권활성화사업 도시정비형 재개발사업,성동구 행당동 248-0,11421.0,130525.14,일반상업지역,-,11421.0,729.6,0.0,0.0,0.0,0.0,0.0,주택 및 근린생활시설 등 ,48.17,799.99,170.0,55.0,7.0,477,141.0,258.0,78.0,154,35.0,14.0,105.0,
11740-900000918,강동구,천호동,재개발(도시정비형),조합,천호8재정비촉진구역 도시정비형 재개발사업 조합,천호동 166-4,조합설립인가,운영,133,천호8재정비촉진구역 도시정비형 재개발사업,강동구 천호동 166-4,7613.0,77323.73,일반상업지역,재정비촉진지구,6305.0,1308.0,0.0,0.0,0.0,0.0,0.0,일반상업,50.04,794.9,140.0,40.0,7.0,363,189.0,174.0,,157,69.0,19.0,69.0,대지면적과 건축면적은 확정되지 않았기 때문에 전체 대지면적과 건축면적에서 연면적의 비율을 곱한 값임
11230-900001278,동대문구,전농동,재개발(도시정비형),공공지원자,전농13구역 도시정비형 재개발사업 조합,전농동 295,정비구역지정,운영,135,전농13구역,동대문구 전농동 295번지,21381.0,,근린상업지역,,,,,,,,,,,,,,,0,,,,0,,,,
11110-900001077,종로구,창신동,재개발(도시정비형),조합,창신1-10구역 도시정비형 재개발사업 지정개발자(무궁화신탁),창신동 427-7,조합설립인가,운영,43,창신1-10구역 도시정비형 재개발사업,종로구 창신동 427-7,2281.8,28707.27,일반상업지역 도시지역 ,창신1 도시정비형 재개발구역,2268.3,13.5,,,,,6.6,공동주택 오피스텔 판매시설,59.83,821.29,80.0,23.0,6.0,178,140.0,38.0,,19,4.0,,15.0,
11440-900001160,마포구,현석동,재개발(도시정비형),공공지원자,광흥창역세권(현석동) 도시정비형 재개발사업,현석동 1-31,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11170-900000972,용산구,갈월동,재개발(도시정비형),조합,남영동 업무지구 제2구역 도시정비형 재개발사업 조합,갈월동 92,조합설립인가,운영,99,남영동 업무지구 제2구역 도시정비형 재개발사업,용산구 갈월동 92-0,17658.8,178995.0,일반상업지역도시환경정비구역,철도보호지구,17658.8,200.2,,,2493.2,,,주거,59.5,859.0,120.0,34.0,6.0,456,89.0,254.0,113.0,109,29.0,24.0,56.0,부대시설 포함
11260-900001162,중랑구,상봉동,재개발(도시정비형),추진위원회,상봉10재정비촉진구역 도시정비형 재개발사업,상봉동 50-1,조합설립추진위원회승인,운영,122,상봉10재정비촉진구역 도시정비형 재개발사업,중랑구 상봉동 50-1,12008.6,75911.1,도시지역 / 준주거지역,재정비촉진지구,10384.3,724.3,,,900.0,,,주거/판매/근생,31.11,499.99,40.0,40.0,3.0,382,200.0,182.0,,116,36.0,,80.0,
11560-900001051,영등포구,신길동,재개발(도시정비형),공공지원자,신길1재정비촉진구역 도시환경정비사업,신길동 147-80,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11560-900001052,영등포구,신길동,재개발(도시정비형),공공지원자,신길2구역 도심공공주택복합사업,신길동 205-136,정비구역지정,운영,527,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11305-900001002,강북구,미아동,재개발(도시정비형),조합,미아중심재정비촉진지구 강북3 재정비촉진구역,미아동 45-32,사업시행인가,운영,199,강북3도시정비형재개발정비사업,강북구 미아동 45-32,24348.9,178256.55,공동주택근린생활시설판매시설,미아중심재정비촉진지구준주거지역부설주차장 설치제구역,21240.3,3108.6,0.0,0.0,0.0,0.0,,주거판매,34.98,499.26,130.0,37.0,5.0,681,96.0,565.0,20.0,239,46.0,,193.0,
11560-900001029,영등포구,대림동,재개발(도시정비형),공공지원자,대림역세권 장기전세주택사업(도시정비형 재개발),대림동 807-13,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11560-900001030,영등포구,신길동,재개발(도시정비형),공공지원자,신길동96-24역세권 장기전세주택사업(도시정비형 재개발),신길동 96-24,정비계획 수립,운영,88,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11560-900001031,영등포구,신길동,재개발(도시정비형),공공지원자,(가칭)대방역세권 도시환경정비사업 개발촉진위원회,신길동 1358,정비계획 수립,운영,197,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11410-900001178,서대문구,홍은동,재개발(도시정비형),조합,홍은1구역 공공재개발사업,홍은동 48-163,사업시행인가,운영,0,홍은1구역 공공재개발사업,서대문구 홍은동 48-163,11571.0,59481.89,제2종일반주거지역 제2종일반주거지역(7층) 제3종일반주거지역 준주거지역,,8532.5,3038.5,,,,,,공동주택 판매시설 공공시설 등,59.8,449.79,110.0,34.0,3.0,219,73.0,82.0,64.0,110,30.0,,80.0,
11110-100003019,종로구,내자동,재개발(도시정비형),추진위원회,내자동 도시환경정비사업 조합설립추진위원회,내자동 81,조합설립추진위원회승인,일시중단,106,내자.필운구역 도시환경정비사업,종로구 내자동 81번지 ,20877.0,63897.71,제1종3종 일반주거지역 준주거지역 일반상업지역,중심지 및 역사문화미관지구,18941.56,1246.14,385.0,304.3,,,,공동주택 및 근린생활시설,47.09,334.03,70.0,19.0,3.0,266,42.0,154.0,70.0,55,22.0,22.0,11.0,
11140-100006000,중구,중림동,재개발(도시정비형),추진위원회,마포로5-10구역도시환경정비사업조합설립추진위원회,중림동 186-1,조합설립추진위원회승인,일시중단,109,마포로 5-10구역 도시환경정비사업,중구 중림동 186-1번지 ,8646.3,48297.05,"업무,공동주택,판매시설",도시환경정비사업,6943.0,,1283.3,,420.0,,,주상복합,56.98,459.1,,19.0,3.0,118,,116.0,2.0,0,,,,
11305-100004000,강북구,미아동,재개발(도시정비형),추진위원회,강북3구역 도시환경정비사업 조합설립추진위원회,미아동 45-32,조합설립추진위원회승인,일시중단,194,강북3 도시환경정비구역,강북구 미아동 45-32번지,23995.0,,준주거지역,,18331.0,4013.0,,,1651.0,,,"판매,업무,주거",60.0,,100.0,,,0,,,,0,,,,
11305-100004002,강북구,미아동,재개발(도시정비형),추진위원회,강북5구역 도시환경정비사업 조합설립추진위원회,미아동 61-79,조합설립추진위원회승인,일시중단,91,강북5구역 도시환경정비사업,강북구 미아동 61-79,128.7,89665.22,일반상업지역,미아중심재정비촉진지구,9186.0,3300.0,377.0,,,,7.0,공동주택업무판매근린생활,53.17,589.0,100.0,27.0,5.0,208,,124.0,84.0,20,,,20.0,
11305-100003000,강북구,미아동,재개발(도시정비형),조합,미아중심재정비촉진지구 강북2재정비촉진구역 도시환경정비사업조합,미아동 42-8,조합설립인가,일시중단,70,미아균형발전촉진지구 강북2구역 도시환경정비구역,강북구 미아동 42-8번지,18958.0,189446.0,일반상업지역 준주거지역,중심지미관지구 일반미관지구,15384.5,2907.3,666.2,0.0,0.0,0.0,0.0,공동주택,59.05,607.44,149.0,43.0,7.0,333,9.0,9.0,315.0,36,,3.0,33.0,
11230-900000357,동대문구,용두동,재개발(도시정비형),추진위원회,용두제7구역 도시환경정비사업 조합설립추진위원회,용두동 53-6,조합설립추진위원회승인,일시중단,32,용두제7 도시환경정비사업구역,동대문구 용두동 53-6번지,2933.2,19654.54,"도시지역,준주거지역",,2380.0,553.2,,,,,,공동주택 및 근린생활시설,45.8,486.33,50.0,15.0,4.0,112,84.0,28.0,,0,,,,
11230-900000356,동대문구,용두동,재개발(도시정비형),추진위원회,용두제6구역 도시환경정비사업 조합설립추진위원회,용두동 52-28,조합설립추진위원회승인,일시중단,19,용두제6 도시환경정비사업구역,동대문구 용두동 53-1번지,1873.2,11564.3,"도시지역,준주거지역",,1483.0,268.1,122.1,,,,,공동주택 및 근린생활시설,44.77,446.68,50.0,15.0,4.0,70,70.0,,,0,,,,
11380-100001067,은평구,수색동,재개발(도시정비형),공공지원자,수색11재정비촉진구역,수색동 32-13,정비구역지정,일시중단,0,수색11재정비촉진구역,은평구 수색동 32-13,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11260-100003039,중랑구,상봉동,재개발(도시정비형),추진위원회,상봉6재정비촉진구역 도시환경정비사업 조합설립추진위원회,상봉동 107-1,조합설립추진위원회승인,일시중단,733,상봉6재정비촉진구역,중랑구 상봉2동 107-1번지 ,98342.1,404142.8,준주거지역,일반미관지구,68227.8,10749.2,19365.1,,,,,"주거,판매,문화등",60.0,399.5,140.0,,,1835,540.0,747.0,548.0,308,,187.0,121.0,
11110-100003003,종로구,교남동,재개발(도시정비형),공공지원자,돈의문2구역 도시환경정비사업 조합설립추진위원회,교남동 28,정비구역지정,일시중단,41,돈의문 2구역 도시환경정비구역,종로구 교남동 28번지,6801.4,56807.93,일반상업지역 제3종일반주거지역,뉴타운지구,5510.1,457.3,834.0,0.0,0.0,0.0,0.0,판매 및 업무시설,60.0,710.0,90.0,25.0,,0,,,,0,,,,판매및업무
11560-900000515,영등포구,영등포동,재개발(도시정비형),공공지원자,31. 영등포1-15 재정비촉진구역,영등포동2가 34-4,정비구역지정,일시중단,14,영등포1-15 재정비촉진구역,영등포동2가 34-4,1785.4,,일반상업지역,-,1315.0,470.4,,,,,,"판매, 근린생활, 업무, 주거",60.0,7.6,50.0,14.0,2.0,26,9.0,10.0,7.0,0,,,,
11560-900000519,영등포구,영등포동,재개발(도시정비형),공공지원자,35. 영등포1-19 재정비촉진구역,영등포동2가 333-,정비구역지정,일시중단,260,영등포1-19 재정비촉진구역,영등포동2가 333,1944.8,,일반상업지역,중심지미관지구,1281.0,464.8,199.0,,,,,"판매, 근린생활, 업무, 주거",61.0,4.6,40.0,10.0,4.0,0,,,,0,,,,
11560-900000524,영등포구,영등포동,재개발(도시정비형),공공지원자,40. 영등포1-24 재정비촉진구역,영등포동2가 170-,정비구역지정,일시중단,22,영등포1-24 재정비촉진구역,영등포동2가 170,5264.8,,일반상업지역,중심지미관지구,3796.0,970.8,498.0,,,,,"판매, 근린생활, 업무, 주거",54.0,6.2,80.0,25.0,3.0,74,23.0,29.0,22.0,0,,,,
11560-900000526,영등포구,영등포동,재개발(도시정비형),공공지원자,46. 영등포동4가 도시환경정비구역,영등포동4가 423-,정비계획 수립,일시중단,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11380-100001054,은평구,수색동,재개발(도시정비형),조합,수색1재정비촉진구역 도시환경정비사업 조합,수색동 366-6,조합설립인가,일시중단,30,수색1재정비촉진구역 도시환경정비사업조합,은평구 수색동 311-9번지,4424.0,23281.0,준주거지역,도시재정비촉진지구,,1165.0,0.0,0.0,0.0,0.0,0.0,공동주택,49.8,399.85,,23.0,4.0,0,,,,0,,,,
11560-900000523,영등포구,영등포동,재개발(도시정비형),공공지원자,39. 영등포1-23 재정비촉진구역,영등포동2가 213-,정비구역지정,일시중단,65,영등포1-23 재정비촉진구역,영등포동2가 213,11010.1,,준주거지역,-,7207.0,3803.1,,,,,,"근린생활, 업무, 주거",43.0,3.9,60.0,18.0,2.0,141,43.0,56.0,42.0,0,,,,
11560-900000525,영등포구,영등포동,재개발(도시정비형),공공지원자,41. 영등포1-25 재정비촉진구역,영등포동2가 159-,정비구역지정,일시중단,16,영등포1-25 재정비촉진구역,영등포동2가 159,3451.4,,일반상업지역,중심지미관지구,2470.0,959.4,22.0,,,,,"판매, 근린생활, 업무, 주거",44.0,4.8,80.0,19.0,4.0,48,15.0,19.0,14.0,0,,,,
11560-900000506,영등포구,영등포동,재개발(도시정비형),공공지원자,21. 영등포1-5 재정비촉진구역,영등포동5가 46-4,정비구역지정,일시중단,14,영등포1-5 재정비촉진구역,영등포동5가 46-4,2805.2,,일반상업지역,중심지미관지구,1740.0,1065.2,,,,,,"판매, 근린생활, 업무, 주거",54.0,630.0,100.0,26.0,3.0,45,15.0,17.0,13.0,0,,,,
11560-900000507,영등포구,영등포동,재개발(도시정비형),공공지원자,22. 영등포1-6 재정비촉진구역,영등포동5가 64,정비구역지정,일시중단,10,영등포1-6 재정비촉진구역,영등포동5가 64,2272.0,,일반상업지역,-,1540.0,732.0,,,,,,"판매, 근린생활, 업무, 주거",55.0,780.0,100.0,27.0,4.0,49,16.0,19.0,14.0,0,,,,
11560-900000508,영등포구,영등포동,재개발(도시정비형),공공지원자,23. 영등포1-7 재정비촉진구역,영등포동5가 49-1,정비구역지정,일시중단,116,영등포1-7 재정비촉진구역,영등포동5가 49-1,3596.6,,일반상업지역,-,2415.0,1181.6,,,,,,"근린생활, 업무, 주거",65.0,570.0,60.0,18.0,4.0,115,75.0,40.0,,0,,,,
11560-900000516,영등포구,영등포동,재개발(도시정비형),공공지원자,32. 영등포1-16 재정비촉진구역,영등포동5가 34-46,정비구역지정,일시중단,50,영등포1-16 재정비촉진구역,영등포동5가 34-46,5395.1,,일반상업지역,-,3061.0,2334.1,,,,,,"판매, 근린생활, 업무, 주거",65.0,600.0,70.0,22.0,4.0,60,20.0,23.0,17.0,0,,,,
11560-900000517,영등포구,영등포동,재개발(도시정비형),공공지원자,33. 영등포1-17 재정비촉진구역,영등포동2가 34-75,정비구역지정,일시중단,17,영등포1-17 재정비촉진구역,영등포동2가 34-75,1759.1,,일반상업지역,-,1352.0,407.1,,,,,,"판매, 근린생활, 업무, 주거",60.0,6.9,50.0,14.0,3.0,28,9.0,11.0,8.0,0,,,,
11560-900000520,영등포구,영등포동,재개발(도시정비형),공공지원자,36. 영등포1-20 재정비촉진구역,영등포동2가 256-,정비구역지정,일시중단,54,영등포1-20 재정비촉진구역,영등포동2가 256,9620.6,,"일반상업지역, 준주거지역",-,6228.0,2874.6,518.0,,,,,"근린생활, 업무,주거",49.0,4.0,80.0,25.0,3.0,122,38.0,48.0,36.0,0,,,,
11560-900000522,영등포구,영등포동,재개발(도시정비형),공공지원자,38. 영등포1-22 재정비촉진구역,영등포동2가 328-11,정비구역지정,일시중단,23,영등포1-22 재정비촉진구역,영등포동2가 328-11,4614.7,,일반상업지역,중심지미관지구,3222.0,1392.7,,,,,,"판매, 근린생활, 업무, 주거",57.0,6.4,80.0,25.0,3.0,63,20.0,25.0,18.0,0,,,,
11560-900000505,영등포구,영등포동,재개발(도시정비형),공공지원자,17. 영등포1-1 재정비촉진구역,영등포동7가 105-7,정비구역지정,일시중단,46,영등포1-1 재정비촉진구역,영등포동7가 105-7,6887.4,,"일반상업지역, 준주거지역","중심지미관지구, 일반미관지구",4278.0,1816.4,793.0,,,,,"근린생활, 업무, 주거",44.0,390.0,50.0,15.0,3.0,87,30.0,28.0,29.0,0,,,,
11560-900000509,영등포구,영등포동,재개발(도시정비형),공공지원자,24. 영등포1-8 재정비촉진구역,영등포동5가 38-3,정비구역지정,일시중단,33,영등포1-8 재정비촉진구역,영등포동5가 38-3,314.65,,일반상업지역,중심지미관지구,1951.0,1195.5,,,,,,"판매, 근린생활, 업무, 주거",55.0,590.0,80.0,23.0,3.0,47,15.0,18.0,14.0,0,,,,
11560-900000512,영등포구,영등포동,재개발(도시정비형),공공지원자,26. 영등포1-10 재정비촉진구역,영등포동5가 100,정비구역지정,일시중단,26,영등포1-10 재정비촉진구역,영등포동5가 100,4021.1,,일반상업지역,-,2799.0,1222.1,,,,,,"판매, 근린생활, 업무, 주거",60.0,780.0,60.0,25.0,3.0,89,28.0,35.0,26.0,0,,,,
11560-900000521,영등포구,영등포동,재개발(도시정비형),공공지원자,37. 영등포1-21 재정비촉진구역,영등포동2가 299-,정비구역지정,일시중단,61,영등포1-21 재정비촉진구역,영등포동2가 229,11263.5,,"일반상업지역, 준주거징역",-,7997.0,3266.5,,,,,,"근린생활, 업무, 주거",56.0,3.9,70.0,21.0,3.0,156,48.0,62.0,46.0,0,,,,
11560-900000511,영등포구,영등포동,재개발(도시정비형),공공지원자,25. 영등포1-9 재정비촉진구역,영등포동5가 81-1,정비구역지정,일시중단,48,영등포1-9 재정비촉진구역,영등포동5가 81-1,2184.6,,일반상업지역,-,1712.0,472.6,,,,,,"판매, 근린생활, 업무, 주거",63.0,580.0,60.0,17.0,4.0,0,,,,0,,,,
11560-900000518,영등포구,영등포동,재개발(도시정비형),공공지원자,34. 영등포1-18 재정비촉진구역,영등포동5가 6,정비구역지정,일시중단,33,영등포1-18 재정비촉진구역,영등포동5가 6,4904.8,,일반상업지역,중심지미관지구,3018.0,1367.8,519.0,,,,,"판매, 근린생활, 업무, 주거",58.0,700.0,90.0,25.0,4.0,59,19.0,23.0,17.0,0,,,,
