사업번호,자치구,법정동,사업구분,운영구분,추진위원회/조합명,대표지번,진행단계,상태,토지등 소유자 수,정비구역명칭,정비구역위치,정비구역면적(㎡),건축연면적(㎡),용도지역,용도지구,택지면적(㎡),도로면적(㎡),공원면적(㎡),녹지면적(㎡),공공공지면적(㎡),학교면적(㎡),기타면적(㎡),주용도,건폐율,용적률,높이(m),지상층수,지하층수,분양세대총수,60㎡이하,60㎡초과~85㎡이하,85㎡초과,임대세대총수,(임대)40㎡이하,(임대)40㎡초과~50㎡이하,(임대)50㎡초과,건축계획비고
11560-100003015,영등포구,신길동,재개발(주택정비형),조합,신길14재정비촉진구역 주택재개발정비사업 조합,신길동 347-50,조합해산,운영,239,신길14재정비촉진구역 주택재개발정비사업 ,영등포구 신길동 347-50,27844.0,84690.31,제2종 일반주거지역,학교환경위생정화구역 등,22841.8,2049.6,1732.9,1062.5,157.2,0.0,,공동주택 및 부대복리시설,21.22,255.66,7977.0,28.0,2.0,501,261.0,240.0,,111,45.0,48.0,18.0,
11620-100004002,관악구,신림동,재개발(주택정비형),조합,신림2재정비촉진구역 재개발정비사업조합,신림동 324-25,철거신고,운영,714,신림2재정비촉진구역 주택재개발정비사업조합 ,관악구 신림동 324-25번지 ,95797.5,138338.55,제2종주거일반지역 자연녹지지역,재정비촉진지구,58241.2,5434.8,22977.5,1105.7,397.5,,7978.9,공동주택,25.16,248.71,7955.0,28.0,7.0,1252,811.0,357.0,84.0,183,57.0,,126.0,
11620-100003008,관악구,봉천동,재개발(주택정비형),조합,봉천 제12-1구역 주택재개발 정비사업조합,봉천동 1544-1,조합해산,운영,416,봉천 제12-1구역 주택재개발 정비사업조합,관악구 청룡동(봉천8동) 1544-1호,28259.0,,제2종일반주거지역,제2종일반주거지역,23387.8,2012.8,2858.4,0.0,0.0,0.0,,공동주택(아파트),23.62,220.9,52.0,,,430,102.0,276.0,52.0,89,89.0,,,
11290-900001209,성북구,종암동,재개발(주택정비형),공공지원자,종암동 3-10번지 일대 주택정비형 재개발사업,종암동 3-10,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11230-100006040,동대문구,휘경동,재개발(주택정비형),조합,휘경1재정비촉진구역 주택재개발정비사업조합,휘경동 243,조합해산,운영,111,휘경1재정비촉진구역 주택재개발정비사업조합,동대문구 휘경동 243번지,12915.0,41228.86,제3종 일반주거지역,재정비촉진지구,11051.0,1217.0,647.0,,,,,공동주택(아파트),25.67,261.52,57.0,20.0,2.0,248,134.0,97.0,17.0,51,21.0,23.0,7.0,
11170-100004000,용산구,효창동,재개발(주택정비형),조합청산,효창제4구역 주택재개발 정비사업조합,효창동 117-1,조합청산,운영,106,효창제4구역주택재개발정비사업,용산구 효창동 117-1호,10030.0,,제2종 일반주거지역,중심지미관지구,8796.6,692.5,479.1,61.8,,,,공동주택 및 부대복리시설,22.87,234.84,55.0,18.0,2.0,187,71.0,82.0,34.0,0,,,,
11530-900000056,구로구,고척동,재개발(주택정비형),조합,고척제4구역 주택재개발정비사업조합,고척동 148,관리처분인가,운영,270,고척제4구역주택재개발조합,구로구 고척동 148번지,41675.0,130987.56,제3종일반주거지역 준공업지역,,33683.0,3697.0,4295.0,,,,,공동주택,20.87,269.89,80.0,25.0,3.0,786,350.0,392.0,44.0,161,78.0,66.0,17.0,
11170-100003005,용산구,효창동,재개발(주택정비형),조합,효창제6구역주택재개발정비사업조합,효창동 3-250,조합해산,운영,263,효창제6구역,용산구 효창동 3-250번지,18256.56,54761.36,제2종일반주거지역,,15451.56,1026.0,917.0,,862.0,,,철근콘크리트벽시구조,31.14,214.01,42.0,14.0,3.0,327,,327.0,,58,24.0,28.0,6.0,
11290-100003002,성북구,안암동,재개발(주택정비형),조합,안암2구역 주택재개발 정비사업조합,안암동3가 132-17,착공신고,운영,133,안암제2구역주택재개발정비사업조합,성북구 안암동3가 132-17번지,11189.2,35024.9,도시지역,제2종일반주거지역,9985.9,488.3,715.0,,,,,,25.18,192.4,34.0,,,181,65.0,92.0,24.0,0,,,,
11290-100016010,성북구,장위동,재개발(주택정비형),조합,장위10구역 주택재개발정비사업조합,장위동 68-37,관리처분인가,운영,650,장위10구역주택재개발정비사업,성북구 장위동 68-37,94245.0,286514.82,제2종일반주거지역,일반미관지구,733.69,7766.0,,10227.0,1109.0,874.0,900.0,공동주택 및 부대복리시설,19.04,264.22,94.0,23.0,3.0,1506,346.0,916.0,244.0,320,,,320.0,
11200-100002006,성동구,금호동,재개발(주택정비형),조합청산,금호제15구역 주택재개발정비사업조합,금호동1가 280,조합청산,운영,932,금호제15구역 주택재개발정비사업,성동구 금호동1가 280번지,66379.5,2100384.69,도시지역 3종일반주거지역,일반미관지구,66379.5,2959.2,3990.0,,,7027.7,,공공주택 및 부대복리시설,21.41,255.52,5985.0,12.0,4.0,1193,517.0,616.0,60.0,137,67.0,56.0,14.0,
11290-100016011,성북구,장위동,재개발(주택정비형),조합,장위5구역 주택재개발정비사업조합,장위동 173-114,조합해산,운영,615,장위5구역주택재개발정비사업조합,성북구 장위동173-114,89853.4,234491.21,성북구 장위동 173-114 일대,제2종 일반주거지역,57160.7,24377.8,1888.51,7017.7,129.72,,,공동주택 및 부대복리시설,19.15,275.35,99.0,32.0,2.0,1286,384.0,756.0,146.0,276,123.0,117.0,36.0,
11590-100002009,동작구,흑석동,재개발(주택정비형),조합,흑석8재정비촉진구역 조합,흑석동 232,조합해산,운영,209,흑석8재정비촉진구역 주택재개발정비사업조합,동작구 흑석동 232번지,33310.0,,2종일반주거지역,,27290.0,4337.0,1683.0,,,,,공동주택 및 부대복리시설,21.0,218.0,,25.0,2.0,434,166.0,150.0,118.0,74,38.0,28.0,8.0,
11305-900000117,강북구,미아동,재개발(주택정비형),조합,미아3재정비촉진구역 주택재개발정비사업조합,미아동 439-,관리처분인가,운영,482,미아3재정비촉진구역 주택재개발정비사업조합,강북구 미아동 439번지 일대,57553.4,157885.93,제2종 제3종 일반주거지역,일반미관지구,42772.0,11433.4,3156.0,,,,192.0,아파트,25.1,229.06,9.0,29.0,3.0,858,471.0,384.0,3.0,179,68.0,77.0,34.0,
11290-100023000,성북구,정릉동,재개발(주택정비형),조합,길음5재정비촉진구역 주택재개발정비사업 조합,정릉동 175,조합설립인가,운영,290,길음5재정비촉진구역,성북구 정릉동 175번지,36333.9,118000.19,제3종 일반주거지역,재정비촉진지구,26782.1,5970.1,2046.7,900.0,364.0,,1535.0,공동주택(아파트),16.54,279.78,,30.0,6.0,660,261.0,348.0,51.0,158,42.0,49.0,67.0,
11290-100016005,성북구,장위동,재개발(주택정비형),조합,장위15구역 주택재개발정비사업조합,장위동 233-42,조합설립인가,운영,1593,장위15구역 주택재개발정비사업,장위동 233-42,189450.0,401598.28,제12종 일반주거지역(712층),,63237.0,21509.0,27802.0,4324.0,1950.0,7652.0,,공동주택 및 복리시설,60.0,236.0,100.0,33.0,,2464,572.0,963.0,929.0,420,179.0,193.0,48.0,
11305-900000027,강북구,미아동,재개발(주택정비형),조합,미아제3구역 주택재개발정비사업조합,미아동 791-364,착공신고,운영,690,미아 제3구역 주택재개발,강북구 미아동 791-364번지 ,59465.0,149658.84,제2종 일반주거지역,미관지구,4760.74,6604.1,3000.7,0.0,891.0,0.0,,공공주택 및 부대복리시설,60.0,227.7,73.0,21.0,3.0,843,355.0,425.0,63.0,174,72.0,72.0,30.0,세대수
11560-100003011,영등포구,신길동,재개발(주택정비형),조합,신길12재정비촉진구역 주택재개발정비사업조합,신길동 337-246,조합해산,운영,431,신길12재정비촉진구역 주택재개발정비사업조합,영등포구 신길동 337-246번지,52716.0,144744.29,2종 일반주거지역,,40878.7,5754.5,2906.8,3113.1,26.9,0.0,6813.83,공동주택,22.01,263.12,82.0,29.0,3.0,824,424.0,395.0,5.0,184,84.0,76.0,24.0,
11230-100006042,동대문구,이문동,재개발(주택정비형),조합,이문3재정비촉진구역 주택재개발정비사업조합,이문동 149-8,일반분양승인,운영,1571,이문3재정비촉진구역,동대문구 이문동 149-8,137372.0,669722.26,준주거지역,중심지미관지구,120457.0,19649.0,12967.0,0.0,0.0,0.0,1710.0,공동주택판매및오피스텔,26.21,357.18,143.0,41.0,6.0,4140,2106.0,1312.0,722.0,1308,349.0,222.0,737.0,
11710-900000144,송파구,마천동,재개발(주택정비형),조합,마천3재정비촉진구역 주택재개발정비사업조합,마천동 283-,조합설립인가,운영,1601,마천3재정비촉진구역,마천동 283,133830.0,411564.83,도시지역 제2종일반주거지역,재정비촉진지구 과밀억제권역 등,89222.0,20216.0,12725.0,0.0,0.0,0.0,11667.0,공동주택 및 근린생활시설 등,22.85,270.05,,25.0,5.0,1984,578.0,1225.0,181.0,400,158.0,158.0,84.0,
11470-100001014,양천구,신월동,재개발(주택정비형),조합,신정1재정비촉진구역1지구 주택재개발정비사업 조합,신월동 551-10,준공인가,운영,1761,신월신정뉴타운제1구역1지구 주택재개발정비사업조합,신월6동 551 번지일대,174801.0,408078.23,제2종일반주거지역 ,재정비촉진지구,111940.6,24547.6,12573.2,,4934.7,12854.1,7949.12,공동주택/부대복리시설,22.06,236.35,65.0,,,2417,730.0,1393.0,294.0,415,178.0,167.0,70.0,
11200-100002021,성동구,금호동,재개발(주택정비형),조합,금호제20구역 주택재개발정비사업 조합,금호동4가 56-1,조합해산,운영,365,금호제20구역 주택재개발정비사업조합,성동구 금호동4가 56-1번지,35827.6,108107.99,2종 일반주거지역,,31296.7,1988.8,1805.6,,308.0,,428.5,아파트,24.81,2.0,50.0,3.0,15.0,606,104.0,388.0,114.0,104,52.0,52.0,,
11170-100004003,용산구,효창동,재개발(주택정비형),조합청산,효창제5구역 주택재개발정비사업조합,효창동 13-2,조합청산,운영,217,효창5구역 주택재개발정비사업 조합,용산구 효창동 13-2외258필지,22911.5,70299.75,공동주택 7개동 478세대제2종일반주거지역,제2종 일반주거지역 중심지미관지구,18216.5,2172.1,2522.9,,,,,,20.84,245.28,66.0,22.0,4.0,396,178.0,206.0,12.0,82,39.0,33.0,10.0,
11560-100003019,영등포구,신길동,재개발(주택정비형),조합청산,신길8재정비촉진구역 주택재개발정비사업조합,신길동 3163,조합청산,운영,319,신길8 재정비촉진구역 주택재개발정비사업,영등포구 신길동 3163번지,32287.3,95907.63,제2종제3종 일반주거지역,,25632.0,1707.0,3478.0,1469.9,0.0,0.0,0.0,공동주택 및 부대복리시설,18.76,254.45,769.0,27.0,3.0,522,145.0,363.0,14.0,119,57.0,50.0,12.0,
11230-100003011,동대문구,제기동,재개발(주택정비형),조합,제기제4구역 주택재개발정비사업조합,제기동 288,관리처분인가,운영,380,제기제4구역 주택재개발정비사업,동대문구 제기동 288번지,33485.7,117027.93,제2종일반주거지역 특별건축구역,,3348.57,356.97,,,,,,공동주택,29.88,249.96,,25.0,2.0,753,625.0,128.0,,156,59.0,81.0,16.0,
11290-100014002,성북구,길음동,재개발(주택정비형),조합,길음역세권재정비촉진구역 주택재개발정비사업조합,길음동 542-1,일반분양승인,운영,180,길음역세권재정비촉진구역 주택재개발정비사업조합,성북구 길음동 542-1번지,13449.0,75303.87,준주거지역 제3종일반주거지역,중심미관지구,13449.0,1850.0,1280.0,,,,,공동주택 및 판매/교육연구,52.61,399.59,110.0,35.0,5.0,276,72.0,97.0,107.0,63,24.0,24.0,15.0,
11380-900000947,은평구,응암동,재개발(주택정비형),공공지원자,응암3동 재개발 연계형 도시재생활성화사업,응암동 700,정비계획 수립,운영,0,(임시)응암3동 재개발 연계형 도시재생활성화사업,은평구 응암동 700-0,933.62,,,,,,,,,,,,,,,,,0,,,,0,,,,
11290-100016001,성북구,장위동,재개발(주택정비형),조합,장위 7구역 주택재개발정비사업조합,장위동 189-3,조합해산,운영,690,장위7구역주택재개발정비사업,성북구 장위동 189-3,86921.7,257213.34,제2종 일반주거지역,,64307.0,12998.7,5000.0,3280.0,1336.0,,,공동주택 및 부대시설,20.31,266.99,83.0,29.0,2.0,1433,614.0,775.0,44.0,295,145.0,120.0,30.0,
11290-100005000,성북구,석관동,재개발(주택정비형),조합,석관제2구역 주택재개발정비사업조합,석관동 58-56,조합해산,운영,441,석관제2구역 주택재개발정비구역,성북구 석관동 58-56번지,51492.0,,제2ㆍ3종일반주거지역,,42616.0,3406.0,1543.0,3927.0,,,,공동주택 및 근린생활시설,20.46,232.64,57.0,20.0,2.0,904,517.0,344.0,43.0,187,80.0,85.0,22.0,
11290-100001003,성북구,정릉동,재개발(주택정비형),추진위원회,정릉제3구역주택재개발정비사업 조합설립추진위원회,정릉동 894,조합설립추진위원회승인,일시중단,419,정릉3구역주택재개발정비사업조합추진위원회,성북구 정릉동 640-17번지 일대,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11410-100007003,서대문구,북아현동,재개발(주택정비형),조합청산,북아현 1-1 재정비촉진구역 주택재개발 정비사업조합,북아현동 1-954,조합청산,운영,738,북아현1-1재정비촉진구역 주택재개발사업,서대문구 북아현동 1-954,77234.2,183870.47,제1종 제2종 일반주거지역,북아현재정비촉진지구,53118.0,11232.3,1228.29,12085.7,1403.5,,,공동주택 및 부대복리시설,24.56,234.51,0.0,20.0,4.0,992,397.0,561.0,34.0,234,108.0,94.0,32.0,
11560-100003016,영등포구,신길동,재개발(주택정비형),조합청산,신길3재정비촉진구역 주택재개발정비사업조합,신길동 145-40,조합청산,운영,283,신길3재정비촉진구역주택재개발정비사업,영등포구 신길동 145-40번지,38502.9,119571.99,제2종/제3종 일반주거지역,재정비촉진지구,30779.9,247.7,4029.6,3445.7,0.0,0.0,0.0,공동주택 및 부대시설,20.64,251.11,92.0,32.0,3.0,644,265.0,351.0,28.0,147,72.0,59.0,16.0,
11170-900000099,용산구,보광동,재개발(주택정비형),조합,한남2재정비촉진구역 주택재개발정비사업 조합,보광동 272-3,사업시행인가,운영,929,한남 제2재정비촉진구역,용산구 보광동 272-3,114580.6,161889.03,도시지역 제2종일반주거지역(7층이하),재정비촉진지구,83758.9,19008.8,3192.6,2801.0,5819.3,0.0,0.0,공동주택 및 부대복리시설 근리생활시설,32.14,195.42,45.0,14.0,6.0,1299,424.0,629.0,246.0,238,97.0,137.0,4.0,
11290-900000106,성북구,정릉동,재개발(주택정비형),조합,정릉골구역 주택재개발정비사업조합,정릉동 757,관리처분인가,운영,636,정릉3동 주택재개발 ,성북구 정릉동 757번지,203965.0,252884.0,제1종일반주거지역 제1종지구단위계획구역,자연경관지구,162151.0,19285.0,1810.0,13056.0,0.0,0.0,7663.0,공동주택,41.12,109.13,20.0,4.0,2.0,1417,,1156.0,261.0,0,,,,
11290-100016009,성북구,장위동,재개발(주택정비형),조합,장위 4구역 주택재개발정비사업조합,장위동 289,착공신고,운영,1172,장위4구역 주택재개발정비사업조합,성북구 장위동 62-1번지,153501.0,428982.0,제2종일반주거지역,일반미관지구,105997.0,29254.0,5021.0,5500.0,2251.0,0.0,2399.0,공동주택,23.15,263.36,,32.0,3.0,2356,825.0,1438.0,93.0,484,194.0,200.0,90.0,
11410-100003006,서대문구,홍은동,재개발(주택정비형),조합,홍은제12구역 주택재개발정비사업조합,홍은동 441-1,조합해산,운영,331,홍은제12주택재개발정비구역,서대문구 홍은동 450번지,26421.7,33016.82,일반주거지역,3종,23039.8,1997.1,1384.8,,,,,공동주택 및 부대복리시설,19.74,247.77,56.0,,,458,91.0,291.0,76.0,94,94.0,,,
11410-100006004,서대문구,남가좌동,재개발(주택정비형),조합,가재울뉴타운6구역 주택재개발정비사업 조합,남가좌동 224,조합해산,운영,450,가재울뉴타운6구역주택재개발사업,서대문구 남가좌동352-1번지,48054.4,167132.28,공동주택(아파트) 및 부대복리시설,제3종 일반주거지역 제2종 일반주거지역,38090.5,4140.2,5854.7,3512.8,878.2,0.0,0.0,아파트 및 부대복리시설,21.02,252.51,75.0,24.0,3.0,763,125.0,464.0,174.0,159,73.0,64.0,22.0,
11410-100005005,서대문구,남가좌동,재개발(주택정비형),조합,가재울뉴타운제4구역 주택재개발정비사업 조합,남가좌동 124-1,조합해산,운영,2241,가재울뉴타운4구역주택재개발정비사업,서대문구 남가좌동 124번지,284637.5,712874.65,공동주택(아파트) 및 부대복리시설,제3종 일반주거지역 제2종 일반주거지역,211168.6,38718.5,17388.9,2846.1,1444.1,11066.9,2004.4,공동주택(아파트) 및 부대복리시설,19.64,232.62,96.0,33.0,3.0,3550,481.0,2522.0,547.0,750,726.0,16.0,8.0,
11290-100016014,성북구,장위동,재개발(주택정비형),조합,장위제6구역 주택재개발정비사업조합,장위동 25-55,착공신고,운영,786,장위제6구역주택재개발정비사업조합설립추진위원회,성북구 장위동 25-55,105163.9,250368.9,도시. 주거지역,제1.2.3종 일반주거지역,61422.6,16629.3,22782.0,2565.3,1764.7,,,공동주택(아파트) 및 복리시설,19.28,264.48,93.0,33.0,3.0,1352,473.0,818.0,61.0,285,129.0,126.0,30.0,
11290-100009003,성북구,동소문동,재개발(주택정비형),조합,동소문제2구역 주택재개발정비사업조합,동소문동2가  33,조합설립인가,운영,239,동소문제2구역 주택재개발정비사업,동소문동2가 33번지 외 248필지,20657.3,80797.63,준주거지역 일반상업지역,,15319.8,4247.3,860.0,,230.2,,,공동주택및 부대복리시설 판매시설,37.0,337.0,100.0,29.0,3.0,421,195.0,184.0,42.0,73,30.0,35.0,8.0,
11560-100003012,영등포구,신길동,재개발(주택정비형),조합청산,신길9재정비촉진구역 주택재개발정비사업 조합,신길동 240-16,조합청산,운영,561,신길9재정비촉진구역 주택재개발정비사업조합,영등포구 신길동 240-16번지,73698.6,,제2종일반주거지역,재정비촉진지구,53782.4,4095.6,14027.5,1912.4,,,,공동주택 및 부대복리시설,15.03,234.87,85.0,29.0,2.0,915,136.0,450.0,329.0,210,105.0,105.0,,
11440-100004008,마포구,공덕동,재개발(주택정비형),조합,공덕제6주택재개발정비사업조합,공덕동 119,조합설립인가,운영,60,공덕 제6주택재개발정비구역,마포구 공덕동 119번지,11301.4,26569.94,제2종일반주거지역,,10830.4,471.0,,,,,,공동주택 및 부대복리시설,24.88,234.17,,20.0,3.0,155,90.0,65.0,,11,,6.0,5.0,
11230-100007003,동대문구,답십리동,재개발(주택정비형),조합,답십리제18구역주택재개발정비사업조합,답십리동 98,조합해산,운영,446,답십리18구역주택재개발 정비사업,동대문구 답십리동 98-0,55394.0,144855.95,제2종일반주거지역,일반미관지구,38971.0,7438.0,1722.0,1698.0,2989.0,2576.0,,공동주택(아파트)및부대복리시설,22.88,253.48,60.0,21.0,3.0,986,435.0,429.0,122.0,168,70.0,72.0,26.0,
11230-100003004,동대문구,용두동,재개발(주택정비형),조합,용두5구역 주택재개발정비사업조합,용두동 253,조합해산,운영,310,용두5구역 재개발정비구역,동대문구 용두동 253번지 ,37699.8,,제3종 일반주거지역,공동주택(부대복리시설공유커뮤니티시설),30293.4,3343.4,4063.0,,,,,분양.임대아파트,21.48,270.89,,27.0,3.0,827,447.0,353.0,27.0,0,,,,임대포함
11410-900000078,서대문구,북가좌동,재개발(주택정비형),조합,가재울뉴타운7구역주택재개발정비사업조합,북가좌동 73-1,조합설립인가,운영,704,가재울7재정비촉진구역 주택재개발정비사업조합,서대문구 북가좌2동 73-1번지,79696.0,237137.06,제2종 일반주거지역,재정비촉진지구,57799.0,6767.0,5549.0,1043.0,0.0,7438.0,1100.0,공동주택 및 부대복리시설,20.52,254.91,736.0,29.0,3.0,1350,405.0,631.0,314.0,224,108.0,95.0,21.0,임대224세대
11305-100005002,강북구,미아동,재개발(주택정비형),추진위원회,미아제16구역 주택재개발사업 조합설립추진위원회,미아동 6,조합설립추진위원회승인,일시중단,94,미아제16구역주택재개발정비사업조합설립추진위원회,"강북구송중동6,7,49번지",,,,,,,,,,,,,,,,,,0,,,,0,,,,
11380-100001060,은평구,수색동,재개발(주택정비형),조합,수색9재정비촉진구역주택재개발정비사업조합,수색동 30-2,조합해산,운영,442,수색9재정비촉진구역주택재개발정비사업조합,수색동 30번지 일대,36458.6,126330.1,준주거및3종일반주거지역,재정비촉진지구,36458.6,5774.0,969.0,,,,718.0,복합용지및공동주택,18.44,273.92,92.0,30.0,4.0,642,226.0,366.0,50.0,135,57.0,54.0,24.0,
11320-100003000,도봉구,도봉동,재개발(주택정비형),조합,도봉제2구역 주택재개발정비사업조합,도봉동 95,착공신고,운영,120,도봉제2주택재개발구역,도봉구 도봉동 95,13436.3,50282.19,제3종일반주거지역,정비구역,12081.5,667.4,687.4,,,,,공동주택,35.06,262.6,54.0,18.0,2.0,239,30.0,209.0,,60,33.0,27.0,,
11350-900000019,노원구,월계동,재개발(주택정비형),조합청산,월계제4구역 주택재개발정비사업조합,월계동 672,조합청산,운영,103,월계제4 주택재개발정비구역,노원구 월계동 672번지,23525.6,4777589.18,제2종 일반주거지역,-,19136.0,1883.2,1408.8,54.4,0.0,0.0,1043.2,공동주택,35.4,177.74,26.0,9.0,2.0,270,41.0,215.0,14.0,56,26.0,24.0,6.0,
11380-100001064,은평구,수색동,재개발(주택정비형),조합,수색6재정비촉진구역 주택재개발 정비사업조합,수색동 115-5,일반분양승인,운영,539,수색6재정비촉진구역주택재개발정비사업조합,은평구 수색동 115-5번지 일대,66062.0,179097.07,,,43809.0,15311.0,1502.0,2579.0,,456.0,,공동주택(아파트)및 부대복리시설,22.59,267.79,84.0,30.0,3.0,1015,315.0,700.0,,208,88.0,97.0,23.0,
11590-100005002,동작구,노량진동,재개발(주택정비형),조합,노량진5재정비촉진구역 조합,노량진동 270-3,관리처분인가,운영,409,노량진5 재정비촉진구역 주택재개발정비사업조합,노량진동 270-3,38017.0,118672.22,제1종3종 일반주거지역,,29584.5,6968.5,1464.0,,,,,공동주택 및 부대복리시설,18.57,270.63,90.0,28.0,5.0,515,80.0,250.0,185.0,108,45.0,48.0,15.0,
11590-100005001,동작구,노량진동,재개발(주택정비형),조합,노량진6재정비촉진구역 조합,노량진동 294-220,관리처분인가,운영,812,노량진6재정비촉진구역,동작구 노량진동 294-220번지,73892.0,197896.86,제3종 일반 주거지역,일반미관지구,49352.0,7719.0,7536.0,,9285.0,,,아파트 및 부대복리시설,17.37,255.63,8675.0,28.0,4.0,1040,341.0,601.0,98.0,243,103.0,104.0,36.0,
11590-100005005,동작구,노량진동,재개발(주택정비형),조합,노량진2재정비촉진구역 조합,노량진동 312-75,철거신고,운영,146,노량진2재정비촉진구역,동작구 노량진동 312-75번지,16072.3,48224.0,준주거지역,재정비촉진지구,12089.0,4120.0,,,,,,공동주택(아파트)판매시설업무시설,42.81,403.47,107.0,29.0,4.0,315,99.0,216.0,,106,,,106.0,
11380-100001059,은평구,수색동,재개발(주택정비형),조합,수색7재정비촉진구역 주택재개발정비사업조합,수색동 189,일반분양승인,운영,234,수색7재정비촉진구역 주택재개발정비사업조합,은평구 수색동 189,31793.6,100411.08,제2종일반주거지역(7층),제2종일반주거지역,25362.0,5357.6,270.0,758.0,,46.0,,공동주택(아파트),22.31,249.0,63.0,22.0,3.0,537,180.0,357.0,,112,45.0,45.0,22.0,
11230-100009003,동대문구,전농동,재개발(주택정비형),조합,전농제9구역 공공재개발정비사업 주민대표회의,전농동 103-236,조합설립인가,운영,717,전농제9구역 공공재개발정비사업 주민대표회의,전농동 103-236번지 외,49061.0,170220.15,제3종일반주거지역 ,정비구역기타(주택재개발 정비예정구역)<도시 및 주거환경정비법> 과밀억제권역<수도권정비계획법>,36229.0,7732.0,3600.0,,,,1500.0,공동주택 세대 및 (1159 )  부대복리시설 공공청사,18.18,299.68,175.0,35.0,3.0,920,503.0,355.0,62.0,239,96.0,29.0,114.0,향후 건축심의 및 사업시행인가에 따라 확정예정
11620-900001262,관악구,신림동,재개발(주택정비형),공공지원자,신림5구역 재개발정비사업,신림동 412,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11545-900001269,금천구,시흥동,재개발(주택정비형),공공지원자,시흥1구역,시흥동 810,정비구역지정,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11200-900001274,성동구,사근동,재개발(주택정비형),공공지원자,사근동 293번지 일대,사근동 293,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11710-900000539,송파구,마천동,재개발(주택정비형),조합,마천4재정비촉진구역 주택재개발정비사업조합,마천동 323-,관리처분인가,운영,706,마천4 재정비촉진구역 주택재개발정비사업조합설립(변경)인가서,마천동 323번지 일대,60080.8,216698.43,1종일반주거 2종(7층) 제3종 일반주거지역,주거지역,60080.8,9740.8,,1501.2,1407.1,0.0,2078.8,아파트,21.23,298.6,101.0,33.0,3.0,1065,452.0,581.0,32.0,307,104.0,142.0,61.0,
11590-900000557,동작구,흑석동,재개발(주택정비형),조합,흑석11재정비촉진구역 주택재개발정비사업조합,흑석동 304,관리처분인가,운영,695,흑석11 재정비촉진구역 주택재개발정비사업,동작구 흑석동 304번지,86529.1,187249.79,제1종일반주거지역 제2종일반주거지역(7층) 제3종일반주거지역,중심지 미관지구,56982.2,8815.4,12950.1,6331.4,1450.0,,,공동주택,34.61,227.28,69.0,12.0,3.0,1032,455.0,519.0,58.0,198,87.0,91.0,20.0,
11530-900001207,구로구,가리봉동,재개발(주택정비형),공공지원자,가리봉1구역 주택재개발정비사업,가리봉동 115,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11470-900001210,양천구,목동,재개발(주택정비형),공공지원자,목2동 232번지 일대 주택정비형 재개발사업조합,목동 232,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11560-900000711,영등포구,신길동,재개발(주택정비형),조합,신길역세권 재개발정비사업조합,신길동 39-3,조합설립인가,운영,354,신길역세권 공공임대주택 건립관련 재개발사업,영등포구 신길동 39-3,25489.5,141731.96,제2종일반주거지역준주거지역일반상업지역,한강로지구,21051.5,2418.8,1263.7,,,,755.5,공동주택판매시설등,51.97,454.72,115.0,,,571,240.0,331.0,,428,,232.0,196.0,
11110-900000727,종로구,교남동,재개발(주택정비형),공공지원자,돈의문2구역 도시정비형 재개발사업(신탁시행자 방식),교남동 28,정비구역지정,운영,0,도시정비형 재개발사업,종로구 교남동 28-0,6801.4,56534.42,일반상업지역,중심지 미관지구,5103.4,457.3,834.0,0.0,406.7,0.0,0.0,공동주택 오피스텔 판매시설,58.84,709.73,70.0,21.0,5.0,379,284.0,85.0,10.0,0,,,,85초과없어 저장안됨
11380-900000817,은평구,불광동,재개발(주택정비형),공공지원자,공공주택복합사업 조합(임시),불광동 329-13,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11380-900001103,은평구,응암동,재개발(주택정비형),공공지원자,응암3동 재개발 연계형 도시재생활성화사업(A구역),응암동 700,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11380-900001104,은평구,응암동,재개발(주택정비형),공공지원자,응암3동 재개발 연계형 도시재생활성화사업(B구역),응암동 755,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11260-900001189,중랑구,면목동,재개발(주택정비형),조합,면목7구역 주택정비형 재개발사업,면목동 69-14,조합설립인가,운영,646,면목7구역 주택정비형 재개발사업,중랑구 면목동 69-14,58400.9,238433.17,제2종일반주거지역(7층이하) 제2종일반주거지역 제3종일반주거지역,해당사항 없음,50710.4,1960.5,4400.0,0.0,1330.0,0.0,0.0,공동주택(아파트) 및 부대복리시설,24.15,299.87,,35.0,3.0,1068,482.0,420.0,166.0,379,73.0,,306.0,
